Shop,Listing,Units sold,Price (MYR),Price (USD),Listing (Cleaned),Units Sold (Numeric)
Glamstory,MEDIPEEL Ampoule Mask Hyaluron Rose /  Cica-Nol (1 Sheet) 30ml,1k+ sold,3.99,0.95,medipeel ampoule mask hyaluron rose cicanol 1 sheet 30ml,1000
Glamstory,HARUHARU Wonder Black Rice Hyaluronic Toner 13ml / 150ml [GLAM],10k+ sold,37.90,8.99,haruharu wonder black rice hyaluronic toner 13ml 150ml glam,10000
Glamstory,DR. MELAXIN Eyephalt Eyebag Cream 10ml,80 sold,98.05,23.25,dr melaxin eyephalt eyebag cream 10ml,80
Glamstory,PYUNKANG YUL Calming Moisture Repair Balm / Cream / Low pH Foaming Cleanser / Toner / Mist / Serum / Mask [GLAM],10k+ sold,5.50,1.30,pyunkang yul calming moisture repair balm cream low ph foaming cleanser toner mist serum mask glam,10000
Glamstory,BB LAB  [HALAL/NORMAL] Good Night Collagen (2g x 30 sticks) [GLAM],2k+ sold,55.00,13.04,bb lab halalnormal good night collagen 2g x 30 sticks glam,2000
Glamstory,ARENCIA Red Smoothie / Holy Hyssop Serum 30 50g,51 sold,79.00,18.73,arencia red smoothie holy hyssop serum 30 50g,51
Glamstory,Forever Living Propolis Cream 113g [GLAM],413 sold,68.50,16.24,forever living propolis cream 113g glam,413
Glamstory,TOCOBO Juicy Berry Plumping Lip Oil 4g,47 sold,26.00,6.17,tocobo juicy berry plumping lip oil 4g,47
Glamstory,INNISFREE Retinol Cica Repair Ampoule 30ml [GLAM],280 sold,115.00,27.27,innisfree retinol cica repair ampoule 30ml glam,280
Glamstory,MEDIAN Advanced Dental IQ Toothpaste 93% Original / Breath Care / White / Gingivitis Prevention 120g,139 sold,9.90,2.35,median advanced dental iq toothpaste 93 original breath care white gingivitis prevention 120g,139
Glamstory,KAINE Vegan Collagen Cream|Collagen Charging Serum|Vita Drop Serum|Rosemary Gel Cleanser|Kombu Balancing Ampoule Toner,3k+ sold,6.00,1.42,kaine vegan collagen creamcollagen charging serumvita drop serumrosemary gel cleanserkombu balancing ampoule toner,3000
Glamstory,ANUA Heartleaf 77% Soothing Toner 500ml,33 sold,69.00,16.36,anua heartleaf 77 soothing toner 500ml,33
Glamstory,ZARZOU Brightening Hydrating / Repairing Soothing Serum / Hydrating Mist / Deep Cleanser /Moisturizer /Sun Gel [,10k+ sold,25.90,6.14,zarzou brightening hydrating repairing soothing serum hydrating mist deep cleanser moisturizer sun gel,10000
Glamstory,VT COSMETICS Reedle Shot 100 Application 50ml,18 sold,86.00,20.39,vt cosmetics reedle shot 100 application 50ml,18
Glamstory,MEDICUBE PDRN Hyaluronic Moisturizing Cream 50ml,4 sold,61.00,14.47,medicube pdrn hyaluronic moisturizing cream 50ml,4
Glamstory,ANJO Professional 24k Gold Prime Ampoule 90ml / Foam Cleansing 100ml / Radiance Essence 150ml [GLAM],1k+ sold,6.00,1.42,anjo professional 24k gold prime ampoule 90ml foam cleansing 100ml radiance essence 150ml glam,1000
Glamstory,SOME BY MI AHA BHA PHA 14 Days Super Miracle Spot All Kill Cream 30ml SOMEBYMI [GLAM],3k+ sold,44.61,10.58,some by mi aha bha pha 14 days super miracle spot all kill cream 30ml somebymi glam,3000
Glamstory,MEDICUBE Zero Pore Blackhead Deep Cleansing Oil 205ml,,58.45,13.86,medicube zero pore blackhead deep cleansing oil 205ml,
Glamstory,BEAUTY OF JOSEON Dynasty Cream 50ml / 100ml [GLAM],2k+ sold,62.10,14.73,beauty of joseon dynasty cream 50ml 100ml glam,2000
Glamstory,HARUHARU Wonder Black Rice Moisture Deep Cleansing Oil 150ml [GLAM],317 sold,60.00,14.23,haruharu wonder black rice moisture deep cleansing oil 150ml glam,317
Glamstory,PYUNKANG YUL Acne Spot Patch Super Thin (15EA) [GLAM],9k+ sold,6.00,1.42,pyunkang yul acne spot patch super thin 15ea glam,9000
Glamstory,PYUNKANG YUL Moisture Cream 100ml [GLAM],7k+ sold,67.00,15.89,pyunkang yul moisture cream 100ml glam,7000
Glamstory,APIEU Pure Block Natural Daily / Water-Proof / Tone Up / Aqua Sun Cream Sun Base SPF50 PA+++ 50ml [GLAM],3k+ sold,26.00,6.17,apieu pure block natural daily waterproof tone up aqua sun cream sun base spf50 pa 50ml glam,3000
Glamstory,MEDICUBE PDRN Pink Peptide Eye Cream 30ml,5 sold,65.00,15.41,medicube pdrn pink peptide eye cream 30ml,5
Glamstory,ANUA Peach 77 Niacin Enriched Cream 50ml / Conditioning Milk 150ml / Essence Toner 250ml / Serum 30ml [GLAM],184 sold,39.90,9.46,anua peach 77 niacin enriched cream 50ml conditioning milk 150ml essence toner 250ml serum 30ml glam,184
Glamstory,MISSHA All Around Safe Block Essence Sun / Aqua Sun Gel / Cotton / Daily Sun Sunscreen 50ml [GLAM],780 sold,26.00,6.17,missha all around safe block essence sun aqua sun gel cotton daily sun sunscreen 50ml glam,780
Glamstory,ETUDE Sunprise Mild Watery Light Sunscreen SPF 50+ PA++++ 50g,29 sold,35.65,8.45,etude sunprise mild watery light sunscreen spf 50 pa 50g,29
Glamstory,MARY & MAY Centella Asiatica / Niacinamide + Chaenomeles Sinensis / Tea Tree / Idebenone + Blackberry Serum,814 sold,29.90,7.09,mary may centella asiatica niacinamide chaenomeles sinensis tea tree idebenone blackberry serum,814
Glamstory,TIA'M Snail & Azulene Low pH Cleanser / Sleeping Mask / Water Essence TIAM [GLAM],234 sold,26.00,6.17,tiam snail azulene low ph cleanser sleeping mask water essence tiam glam,234
Glamstory,ETUDE HOUSE Soon Jung pH 6.5 Whip Cleanser 150ml / 250ml [GLAM],7k+ sold,33.00,7.83,etude house soon jung ph 65 whip cleanser 150ml 250ml glam,7000
Glamstory,JUMISO All day Vitamin Brightening & Balancing Facial Serum 5ml / 30ml [GLAM],10k+ sold,44.99,10.67,jumiso all day vitamin brightening balancing facial serum 5ml 30ml glam,10000
Glamstory,BEAUTY OF JOSEON Low pH Rice Face and Body Cleansing Bar 100g [GLAM],63 sold,29.90,7.09,beauty of joseon low ph rice face and body cleansing bar 100g glam,63
Glamstory,BEAUTY OF JOSEON Relief Sun : Rice + Probiotics SPF50+ PA++++ 1ml SAMPLE / Dynasty Cream 1ml SAMPLE,418 sold,1.00,0.24,beauty of joseon relief sun rice probiotics spf50 pa 1ml sample dynasty cream 1ml sample,418
Glamstory,BEAUTY OF JOSEON Green Plum Refreshing Cleanser 100ml [GLAM],1k+ sold,34.02,8.07,beauty of joseon green plum refreshing cleanser 100ml glam,1000
Glamstory,MEDICUBE Zero Foam Cleanser 120g,14 sold,46.00,10.91,medicube zero foam cleanser 120g,14
Glamstory,INNISFREE ACTIVE MASK 25ml,6k+ sold,6.00,1.42,innisfree active mask 25ml,6000
Glamstory,ANUA BHA 2% Gentle Exfoliating Toner 150ml,3k+ sold,69.00,16.36,anua bha 2 gentle exfoliating toner 150ml,3000
Glamstory,MARY & MAY Cica TeaTree Soothing / Lemon Niacinamide Glow/ Rose Hyaluronic Hydra Wash off Pack 30g / 125g [GLAM],141 sold,9.90,2.35,mary may cica teatree soothing lemon niacinamide glow rose hyaluronic hydra wash off pack 30g 125g glam,141
Glamstory,DR. MELAXIN Exosome Repair Cream 50ml,1 sold,59.00,13.99,dr melaxin exosome repair cream 50ml,1
Glamstory,HOUSE OF HUR Brightening / Clearing Skin Prep Essence Pad (70 Pads) 140ml [GLAM],133 sold,55.00,13.04,house of hur brightening clearing skin prep essence pad 70 pads 140ml glam,133
Glamstory,SKINFOOD Rice Brightening Pad / Potato Madecassoside Soothing 250g [60Pads],5 sold,64.35,15.26,skinfood rice brightening pad potato madecassoside soothing 250g 60pads,5
Glamstory,K-SECRET SEOUL 1988 Cream: Retinal Liposome 1% + Fermented Rice 50ml,2 sold,79.20,18.78,ksecret seoul 1988 cream retinal liposome 1 fermented rice 50ml,2
Glamstory,PYUNKANG YUL Intensive Repair Cream 50ml [GLAM],170 sold,53.00,12.57,pyunkang yul intensive repair cream 50ml glam,170
Glamstory,BENTON Deep Green Tea Cleansing Foam 120g / Toner 150mL [GLAM],5k+ sold,22.00,5.22,benton deep green tea cleansing foam 120g toner 150ml glam,5000
Glamstory,COSRX Aloe 54.2 Aqua Tone-up Sunscreen SPF 50+ PA++++ 50ml [GLAM],3k+ sold,36.00,8.54,cosrx aloe 542 aqua toneup sunscreen spf 50 pa 50ml glam,3000
Glamstory,SOME BY MI Lacto soy Mild Peeling Bubble Cleanser 180ml / Serbum & Blackhead Cleansing Oil 200ml / Cleansing Bar 90g,14 sold,52.50,12.45,some by mi lacto soy mild peeling bubble cleanser 180ml serbum blackhead cleansing oil 200ml cleansing bar 90g,14
Glamstory,JM SOLUTION Luminous Water Honey Marine Glow Active Moisturising Nourishing Brightening Vital Ampoule Mask (BOX),2k+ sold,29.90,7.09,jm solution luminous water honey marine glow active moisturising nourishing brightening vital ampoule mask box,2000
Glamstory,INNISFREE Green Tea Hyaluronic Skin 170ml [GLAM],187 sold,57.39,13.61,innisfree green tea hyaluronic skin 170ml glam,187
Glamstory,SOME BY MI AHA BHA PHA 30 Days Miracle Acne Clear Body Cleanser 400g SOMEBYMI [GLAM],10k+ sold,9.90,2.35,some by mi aha bha pha 30 days miracle acne clear body cleanser 400g somebymi glam,10000
Glamstory,PYUNKANG YUL Acne Cream 50ml [GLAM],203 sold,36.00,8.54,pyunkang yul acne cream 50ml glam,203
Glamstory,HEIMISH Bulgarian Rose Water Hydrogel Eye Patch 60pcs [GLAM],10k+ sold,39.90,9.46,heimish bulgarian rose water hydrogel eye patch 60pcs glam,10000
Glamstory,GOODAL Green Tangerine Vita C Dark Spot Care Serum 40ml /30ml [GLAM],644 sold,75.00,17.79,goodal green tangerine vita c dark spot care serum 40ml 30ml glam,644
Glamstory,THE RAW. Cera-Shield Physical / Chemical / Hybrid / Aqua Sunscreen SPF 50+ PA+++ 30g,78 sold,42.60,10.10,the raw cerashield physical chemical hybrid aqua sunscreen spf 50 pa 30g,78
Glamstory,PYUNKANG YUL Cotton Pad 1/3 (160pcs) [GLAM],1k+ sold,14.00,3.32,pyunkang yul cotton pad 13 160pcs glam,1000
Glamstory,HARUHARU Wonder Black Rice Hyaluronic Toner For Sensitive Skin 150ml [GLAM],271 sold,41.00,9.72,haruharu wonder black rice hyaluronic toner for sensitive skin 150ml glam,271
Glamstory,COSRX Centella Blemish Cream 30ml [GLAM],4k+ sold,39.90,9.46,cosrx centella blemish cream 30ml glam,4000
Glamstory,SOME BY MI Bye Bye Blackhead / Blemish / Charcoal BHA Pore Clay Bubble Mask 120g SOMEBYMI [GLAM],1 sold,45.00,10.67,some by mi bye bye blackhead blemish charcoal bha pore clay bubble mask 120g somebymi glam,1
Glamstory,LINDSAY Premium Modeling Mask Powder Pack 1kg,960 sold,61.50,14.58,lindsay premium modeling mask powder pack 1kg,960
Glamstory,COSRX Galactomyces 95 Tone Balancing Essence 100ml [GLAM],4k+ sold,39.90,9.46,cosrx galactomyces 95 tone balancing essence 100ml glam,4000
Glamstory,TOCOBO Cotton Soft Sun Stick 19g / Bio Watery / Vita Tone Up Sun Cream SPF50+ PA++++ 10ml / 50ml [GLAM],1k+ sold,5.80,1.38,tocobo cotton soft sun stick 19g bio watery vita tone up sun cream spf50 pa 10ml 50ml glam,1000
Glamstory,THE RAW. Micellar Pad Alcohol Free Makeup Remover (15 Pads) 30g,35 sold,19.00,4.51,the raw micellar pad alcohol free makeup remover 15 pads 30g,35
Glamstory,BB LAB Low Molecular Collagen 5000 Mix Berry Flavouring (6.5g x 15 Sticks),137 sold,58.00,13.75,bb lab low molecular collagen 5000 mix berry flavouring 65g x 15 sticks,137
Glamstory,ISNTREE Green Tea Fresh Toner / Serum / Cleanser 50ml 120ml 200ml [GLAM],9k+ sold,33.90,8.04,isntree green tea fresh toner serum cleanser 50ml 120ml 200ml glam,9000
Glamstory,INNISFREE Green Tea Hyaluronic Lotion 170ml,101 sold,58.00,13.75,innisfree green tea hyaluronic lotion 170ml,101
Glamstory,INNISFREE Apple Seed Cleansing Cream /  Soft Cleansing Foam / Cleansing Oil / Tissue / Lip Eye Makeup Remover [GLAM],4k+ sold,25.00,5.93,innisfree apple seed cleansing cream soft cleansing foam cleansing oil tissue lip eye makeup remover glam,4000
Glamstory,BB LAB Intensive Low Molecular / Glutathione Collagen S (2g x 30 sticks),643 sold,79.00,18.73,bb lab intensive low molecular glutathione collagen s 2g x 30 sticks,643
Glamstory,TONYMOLY Fresh To Go Mask Sheet (1 Sheet) TONY MOLY [GLAM],249 sold,3.00,0.71,tonymoly fresh to go mask sheet 1 sheet tony moly glam,249
Glamstory,DR. ALTHEA Green Relief Amino Gel Cleanser 100ml,8 sold,55.00,13.04,dr althea green relief amino gel cleanser 100ml,8
Glamstory,Isntree Hyaluronic Acid Cream / Sun Gel Samples 1PC,5k+ sold,1.00,0.24,isntree hyaluronic acid cream sun gel samples 1pc,5000
Glamstory,Forever Living Bee Pollen [GLAM],179 sold,56.60,13.42,forever living bee pollen glam,179
Glamstory,ROUND LAB Camellia Deep Collagen Firming Gel Mask 34g (1 SHEET),4 sold,13.00,3.08,round lab camellia deep collagen firming gel mask 34g 1 sheet,4
Glamstory,BENTON Snail Bee High Content Essence 1ml / 15ml / 60ml / 100ml [GLAM],10k+ sold,42.03,9.97,benton snail bee high content essence 1ml 15ml 60ml 100ml glam,10000
Glamstory,COSRX Acne Hero Kit Intensive / Mild / All About Snail 4 Step / Cica-7 Relief / Honey Glow Travel Kit [GLAM],5k+ sold,39.90,9.46,cosrx acne hero kit intensive mild all about snail 4 step cica7 relief honey glow travel kit glam,5000
Glamstory,PYUNKANG YUL Acne Toner 150ml [GLAM],2k+ sold,34.50,8.18,pyunkang yul acne toner 150ml glam,2000
Glamstory,KAINE Kombu Balancing Ampoule Toner 30ml / 150ml,780 sold,9.90,2.35,kaine kombu balancing ampoule toner 30ml 150ml,780
Glamstory,ISNTREE Ultra-Low Molecular Hyaluronic Acid Toner Plus 200ml / 300ml [GLAM],198 sold,52.00,12.33,isntree ultralow molecular hyaluronic acid toner plus 200ml 300ml glam,198
Glamstory,ABIB Mild Acidic pH Sheet Mask 30ml / Gummy Sheet Mask 27ml [GLAM],4k+ sold,5.99,1.42,abib mild acidic ph sheet mask 30ml gummy sheet mask 27ml glam,4000
Glamstory,HYAAH Mild But Deep Cleansing Water 300ml,7 sold,58.45,13.86,hyaah mild but deep cleansing water 300ml,7
Glamstory,W.DRESSROOM Deodorant Diffuser 110g [GLAM],629 sold,9.90,2.35,wdressroom deodorant diffuser 110g glam,629
Glamstory,JUMISO Pore Clearing Cleansing Oil 200ml,15 sold,49.40,11.71,jumiso pore clearing cleansing oil 200ml,15
Glamstory,Mary & May Believe in truth VEGAN serum 80ml [SEOUL EDITION],23 sold,49.00,11.62,mary may believe in truth vegan serum 80ml seoul edition,23
Glamstory,NUMBUZIN No.3 Skin Softening Serum 50ml,25 sold,66.00,15.65,numbuzin no3 skin softening serum 50ml,25
Glamstory,TIAM VITA A Bakuchiol Youth Serum 40ml/1.35 FL.OZ.,8 sold,42.60,10.10,tiam vita a bakuchiol youth serum 40ml135 floz,8
Glamstory,VT COSMETICS Cica Mild Toner Pad (60EA) 130ml,4 sold,36.00,8.54,vt cosmetics cica mild toner pad 60ea 130ml,4
Glamstory,COSRX Hyaluronic Acid Intensive Cream 100ml [GLAM],2k+ sold,47.90,11.36,cosrx hyaluronic acid intensive cream 100ml glam,2000
Glamstory,PYUNKANG YUL Nutrition Cream 20ml / 100ml [GLAM],572 sold,75.00,17.79,pyunkang yul nutrition cream 20ml 100ml glam,572
Glamstory,PYUNKANG YUL Acne Spot Cream 15ml [GLAM],645 sold,35.00,8.30,pyunkang yul acne spot cream 15ml glam,645
Glamstory,SOME BY MI Propolis B5 Glow Barrier Calming Serum 50ml / Toner 150ml / Cream 60g / Mask 100g / Oil To Foam 120ml / Kit,6k+ sold,52.43,12.43,some by mi propolis b5 glow barrier calming serum 50ml toner 150ml cream 60g mask 100g oil to foam 120ml kit,6000
Glamstory,KAINE Rosemary Relief Gel Cleanser 150ml / 30ml / 1.5ml,11 sold,9.90,2.35,kaine rosemary relief gel cleanser 150ml 30ml 15ml,11
Glamstory,AXIS-Y Spot the Difference Blemish Treatment 15ml [GLAM],10k+ sold,42.00,9.96,axisy spot the difference blemish treatment 15ml glam,10000
Glamstory,NAAP Mask Pack 5 Types - 27g (1sheet),124 sold,1.60,0.38,naap mask pack 5 types 27g 1sheet,124
Glamstory,BEAUTY OF JOSEON Green Plum Refreshing Toner : AHA + BHA 150ml [GLAM],595 sold,46.78,11.09,beauty of joseon green plum refreshing toner aha bha 150ml glam,595
Glamstory,HARUHARU Wonder Black Rice Moisture Airy Fit / Black Rice Pure Mineral Relief Daily Sunscreen SPF50+ PA++++ 50ml [GLAM],235 sold,55.00,13.04,haruharu wonder black rice moisture airy fit black rice pure mineral relief daily sunscreen spf50 pa 50ml glam,235
Glamstory,HOUSE OF HUR Purifying Cleansing Balm 50ml,18 sold,66.00,15.65,house of hur purifying cleansing balm 50ml,18
Glamstory,Forever Living Bright Toothgel [GLAM],3 sold,30.90,7.33,forever living bright toothgel glam,3
Glamstory,HEIMISH pH5.5 All Clean Green Foam 2ml/ 30ml/ 150ml [GLAM],9k+ sold,25.00,5.93,heimish ph55 all clean green foam 2ml 30ml 150ml glam,9000
Glamstory,ANUA PDRN Hyaluronic Acid Capsule 100 Serum 30ml,28 sold,59.90,14.20,anua pdrn hyaluronic acid capsule 100 serum 30ml,28
Glamstory,PYUNKANG YUL Low pH Cleansing Water 290ml [GLAM],8 sold,33.90,8.04,pyunkang yul low ph cleansing water 290ml glam,8
Glamstory,PYUNKANG YUL Moisture Serum 9ml / 100ml [GLAM],185 sold,63.00,14.94,pyunkang yul moisture serum 9ml 100ml glam,185
Glamstory,BENTON Air Fit UV Defense Sun Cream / Skin Fit Mineral Sun Cream / CICA Gel Sunscreen Serum,1k+ sold,8.80,2.09,benton air fit uv defense sun cream skin fit mineral sun cream cica gel sunscreen serum,1000
Glamstory,Teddi Lab By Unichi Hair Boost Gummy 180g [60 Gummies],415 sold,98.05,23.25,teddi lab by unichi hair boost gummy 180g 60 gummies,415
Glamstory,BENTON Deep Green Tea Toner 2ml / 30ml / 150ml [GLAM],1k+ sold,41.48,9.84,benton deep green tea toner 2ml 30ml 150ml glam,1000
Glamstory,LAMELIN Hyaluronic / Cica / Collagen BB Sun Cream SPF50+ PA++++ 70ml [GLAM],128 sold,8.80,2.09,lamelin hyaluronic cica collagen bb sun cream spf50 pa 70ml glam,128
Glamstory,SECRET KEY Snow White Milky Lotion 120g / Cream 50g / Pack 200g [GLAM],2k+ sold,35.00,8.30,secret key snow white milky lotion 120g cream 50g pack 200g glam,2000
Glamstory,TIAM Surprise B Patch [7mm x 10ea + 10mm x 5ea + 12mm X 9ea] / Surprise H Patch [10mm x 18ea],11 sold,8.80,2.09,tiam surprise b patch 7mm x 10ea 10mm x 5ea 12mm x 9ea surprise h patch 10mm x 18ea,11
Glamstory,ETUDE HOUSE Soon Jung Hydro Barrier Cream 75ml [GLAM],156 sold,58.45,13.86,etude house soon jung hydro barrier cream 75ml glam,156
Glamstory,BB LAB 30days Miracle Beauty Pack (5 tablets x 30 packs/Box),1 sold,186.00,44.11,bb lab 30days miracle beauty pack 5 tablets x 30 packsbox,1
Glamstory,ETUDE HOUSE Lip & Eye Remover 25ml / 100ml [GLAM],253 sold,17.00,4.03,etude house lip eye remover 25ml 100ml glam,253
Glamstory,BENTON Goodbye Redness Centella Mask Pack (1 Sheet) [GLAM],1k+ sold,5.00,1.19,benton goodbye redness centella mask pack 1 sheet glam,1000
Glamstory,FOREVER LIVING Aloe Sunscreen Broad Spectrum SPF 30 Water Resistant 118ml,4 sold,50.00,11.86,forever living aloe sunscreen broad spectrum spf 30 water resistant 118ml,4
Glamstory,COSRX BHA Blackhead Liquid Toner 100ml [GLAM],5k+ sold,44.00,10.43,cosrx bha blackhead liquid toner 100ml glam,5000
Glamstory,BENTON Pore Clear Brush [GLAM],87 sold,33.90,8.04,benton pore clear brush glam,87
Glamstory,PYUNKANG YUL Cleansing Foam 150ml [GLAM],6k+ sold,35.00,8.30,pyunkang yul cleansing foam 150ml glam,6000
Glamstory,JUMISO All Day Vitamin Pure C 5.5 Glow / VC-IP 1.0 Firming Serum 30ml [GLAM],547 sold,49.00,11.62,jumiso all day vitamin pure c 55 glow vcip 10 firming serum 30ml glam,547
Glamstory,Forever Living FLP Bee Honey [GLAM],5k+ sold,99.90,23.69,forever living flp bee honey glam,5000
Glamstory,ARENCIA Rice Mucin Glow / Red Smoothie / Holy Hyssop Serum 30ml,,66.00,15.65,arencia rice mucin glow red smoothie holy hyssop serum 30ml,
Glamstory,HEIMISH Moringa Ceramide Collagen Enriched Moisturizer 120ml / Hyaluronic Hydrating Cream 50ml / Watery Sunscreen 50ml,29 sold,39.90,9.46,heimish moringa ceramide collagen enriched moisturizer 120ml hyaluronic hydrating cream 50ml watery sunscreen 50ml,29
Glamstory,VT COSMETICS Reedle Shot 100 2Step Hydrogel Mask 33g / Mask 25g,304 sold,6.90,1.64,vt cosmetics reedle shot 100 2step hydrogel mask 33g mask 25g,304
Glamstory,MISSHA Airy Fit Sheet Mask 19g (1 Sheet) [GLAM],4k+ sold,2.80,0.66,missha airy fit sheet mask 19g 1 sheet glam,4000
Glamstory,JUMISO Pore Purifying Salicylic Acid Foaming Cleanser 120g,36 sold,39.90,9.46,jumiso pore purifying salicylic acid foaming cleanser 120g,36
Glamstory,BENTON Ceramide Cream 10000ppm 80ml [GLAM],89 sold,45.00,10.67,benton ceramide cream 10000ppm 80ml glam,89
Glamstory,DR. MELAXIN Brightening Mask 25g / Repair Mask Pack 30g / Renewal Mask Pack 30g [1 Sheet],12 sold,7.97,1.89,dr melaxin brightening mask 25g repair mask pack 30g renewal mask pack 30g 1 sheet,12
Glamstory,PYUNKANG YUL Acne Dressing Mask Pack / Acne Spot Patch Super Thin  [GLAM],7k+ sold,3.90,0.92,pyunkang yul acne dressing mask pack acne spot patch super thin glam,7000
Glamstory,MARY & MAY Vitamin B.C.E Cleansing Balm 120g [GLAM],47 sold,55.00,13.04,mary may vitamin bce cleansing balm 120g glam,47
Glamstory,Rareblee Glow Drop Body Filter Deodorant Pink Bloom / Green Bliss 50ml,3 sold,39.90,9.46,rareblee glow drop body filter deodorant pink bloom green bliss 50ml,3
Glamstory,PURITO Seoul Wonder Releaf Centella Toner 200ml,2 sold,64.30,15.25,purito seoul wonder releaf centella toner 200ml,2
Glamstory,COSRX Advanced Snail Radiance Dual Essence 80ml [GLAM],349 sold,69.30,16.43,cosrx advanced snail radiance dual essence 80ml glam,349
Glamstory,SOME BY MI V10 Hyal Anti-Oxidant / Hydra Capsule / Air Fit Sunscreen 5ml / 40ml / 50ml [GLAM],7k+ sold,9.90,2.35,some by mi v10 hyal antioxidant hydra capsule air fit sunscreen 5ml 40ml 50ml glam,7000
